platform,komentar,timestamp,sentimen,komentar_clean
YouTube,"Kalau pemain kita bagus ga perlu lah naturalisasi (logika dasar) 

Kalau pemain bagus pelatih jelek, ga bisa melihat potensi atau kelebihan pemain, taktikal dll (logika Dasar)

Narsum yang 1 itu, periode lampau jadi pengurus PSSI, sekarang tidak jadi apa apa, maka dari itu, kontra banget, dia pikir jamanya dia timnas meraih prestasi? Main bagus aja kagak!",1 tahun yang lalu,,main bagus ga naturalisasi logika dasar main bagus latih jelek ga potensi lebih main taktikal dll logika dasar narsum periode lampau urus pssi kontra banget pikir jamanya timnas raih prestasi main bagus aja kagak
YouTube,"Culik aja towel biar gk brisikkkkk,,,klu sya presidennya  udah tnggal nama itu,bacotnya itu bkin kesel,saya setuju naturalisasi,karena kualitasss klu indo bagus dkit dah kaya artis,lihat ronaldo dri umur 17 sampai sekarang masih ok mainnya,klu indo mba pesepak bola yg hebat",1 tahun yang lalu,,culik aja towel biar gk brisikkkkkklu sya presiden udah tnggal nama itubacotnya bkin keselsaya tuju naturalisasikarena kualitasss klu indo bagus dkit dah kaya artislihat ronaldo dri umur ok mainnyaklu indo mba sepak bola yg hebat
YouTube,Toblok... Udh kepalag nyebur dia wkwkwkwkk... Manusia aehhh,1 tahun yang lalu,,toblok udh kepalag nyebur wkwkwkwkk manusia aehhh
YouTube,"Toyel Toyel tdk perlu lokal main bola tdk enak ditonton malas, tapi karna sdh ada keturunan makanya kami nonton Timnas kalau tdk kami tdk mau nonton lokal main buktinya waktu toyel pengurus PSSI kami tdk suka nonton lokal main bola tdk seru mainya berkerumun kerumun .. Kami paling nonton liga Eropa.selama kepengurusanmu Toyel.",1 tahun yang lalu (diedit),,toyel toyel tdk lokal main bola tdk enak tonton malas karna sdh turun nonton timnas tdk tdk nonton lokal main bukti toyel urus pssi tdk suka nonton lokal main bola tdk seru mai kerumun kerumun nonton liga eropaselama urus toyel
YouTube,Bukan nya bung towel ya yang anti sty ya 😂,1 tahun yang lalu,,nya towel ya anti sty ya
YouTube,Sikat saja towell tidk usah banyak,1 tahun yang lalu,,sikat towell tidk
YouTube,Jelas2 dengan adanya sty dan pemain naturalisasi timnas lebih berkembang dan bisa sangat membantu.sebagai suporter timnas yang sejati dan waras.harusnya kita dukung upaya pssi dan pemerintah lakukan untuk timnas kita. bukan malah jadi perdebatan publik.jadi tolonglah media2 jangan lagi undang orang2 yang suka mengkritisi tapi yang gak masuk akal kyak gini.ini secara tidak langsung akan merusak mental dan kosentrasi pemain2 yang lagi bertanding.ayo lah kita dukung timnas kita sama2,1 tahun yang lalu,,sty main naturalisasi timnas kembang membantusebagai suporter timnas sejati warasharusnya dukung upaya pssi perintah laku timnas debat publikjadi tolong media undang orang suka kritisi gak masuk akal kyak giniini langsung rusak mental kosentrasi main bertandingayo dukung timnas
YouTube,Boikot Towel boikot towel boikot towel,1 tahun yang lalu (diedit),,boikot towel boikot towel boikot towel
YouTube,Wel towel   kelihatan dugu nya,1 tahun yang lalu,,wel towel dugu nya
YouTube,orang sakit jiwa seperti Towel ini kan tdk perlu lagi hadir di media. orang ini banyak omong kosongnya,1 tahun yang lalu,,orang sakit jiwa towel tdk hadir media orang omong kosong
YouTube,"Towel bagian dari orang2 yg prnah gagal membenahi dan memperbaiki persepakbolaan Indonesia
Skrg towel laris manis 😅😅😅",1 tahun yang lalu,,towel orang yg prnah gagal benah baik persepakbolaan indonesia skrg towel laris manis
YouTube,Emang bener rata2 mental pemain indo itu mental tempe.. karna datang pelatih dan erick thohir mental itu di up dgn pemain naturalisasi jangan tutupin emang sperti itu lah pemain indonesia kalo bagus ga akan ancur2an timnas dan rangking 170,1 tahun yang lalu,,emang bener mental main indo mental tempe karna latih erick thohir mental up dgn main naturalisasi tutupin emang sperti main indonesia kalo bagus ga ancuran timnas rangking
YouTube,pancen cocot elek kowe kui wel...,1 tahun yang lalu,,pancen cocot elek kowe kui wel
YouTube,"Towel orang aneh,pikirannya ga maju maju.saya harap kl pemain di kita ga bisa maju maju lebih baik pakai pemain naturalisasi semua aja.",1 tahun yang lalu,,towel orang anehpikirannya ga maju majusaya harap kl main ga maju maju pakai main naturalisasi aja
YouTube,"Towel bs dikirim ke antartika
Towel pernh jd pemain bola
Towel pernah jd pelatih
Atau jd apa kl cuma pengamat bacot doang",1 tahun yang lalu (diedit),,towel bs kirim antartika towel pernh jd main bola towel jd latih jd kl amat bacot doang
YouTube,Towel motong motong mulu,1 tahun yang lalu,,towel motong motong mulu
YouTube,Kami usul om towel .. jd pelatih timnas 23,1 tahun yang lalu,,usul om towel jd latih timnas
YouTube,Towel disuruh ngelatih tim aja entah liga dua atau liga 3 kalau dia bisa membawa ke liga 1 bisa deh diakuin omongan dia sesuai dengan hasil dia lah ini omonganya aja ngalor ngidul seolah memojokkan STY dan pemain diaspora saja makin dia begini makin banyak yang ngundang baik via tv atau youtube makin seneng plus cuan juga udah biarin aja jangan digubris baru aja Timnas baik pemain staff dan pelatih beserta jajaran nya udah bekerja maksimal orang macam towel ini bikin timnas tidak bisa maju🙏🙏🙏🙏,1 tahun yang lalu (diedit),,towel suruh ngelatih tim aja liga liga bawa liga deh diakuin omong sesuai hasil omonganya aja ngalor ngidul pojok sty main diaspora ngundang via tv youtube neng plus cuan udah biarin aja gubris aja timnas main staff latih serta jajar nya udah maksimal orang towel bikin timnas maju
YouTube,"Aneh juga towel, w tnya juga ama lo, ada ga pelatih lokal yg mampu mendongkrak timnas Indonesia minimal masuk  Piala AFC. 3 tim usia masuk Piala Asia,, ada ga towel 

Mending lo dukung aja Timnas  jgn bacot sana sini bgkeee",1 tahun yang lalu,,aneh towel w tnya ama lo ga latih lokal yg dongkrak timnas indonesia minimal masuk piala afc tim usia masuk piala asia ga towel mending lo dukung aja timnas jgn bacot bgkeee
YouTube,Kalau pelatihan lokal.pretttt apa ada yg mau pemain diaspora yg mau itu pertanyaan bung toekll,1 tahun yang lalu,,latih lokalpretttt yg main diaspora yg toekll
YouTube,"Towel nih kacau.. Mau lo apa?

Adanya dukung aja anjeng bgsat",1 tahun yang lalu,,towel nih kacau lo dukung aja anjeng bgsat
YouTube,Lu yg anti sty towel,1 tahun yang lalu,,lu yg anti sty towel
YouTube,Towel suruh nglatih timnas wanita aja,1 tahun yang lalu,,towel suruh nglatih timnas wanita aja
YouTube,dari bacotnya bukan masalah naturalisasi tp kebenciaan terhadap STY...,1 tahun yang lalu,,bacot naturalisasi tp kebenciaan sty
YouTube,Towel harusnya di kasih kesematan jadi pelatih kalo timnas ngk kemana2 di buang saja ke sungai,1 tahun yang lalu,,towel kasih semat latih kalo timnas ngk mana buang sungai
YouTube,Dan yg kritik marselino itu suporter bukan STY lah kenapa STY yg lu serang kan aneh sekali.,1 tahun yang lalu,,yg kritik marselino suporter sty sty yg lu serang aneh
YouTube,Berarti bung towel gak seneng indonesia berhasil,1 tahun yang lalu,,towel gak neng indonesia hasil
YouTube,Towel stopp soh pintar kamu itu mafia bola,1 tahun yang lalu,,towel stopp soh pintar mafia bola
YouTube,"Lah prestasi towel apa sja  waktu dia jadi anggota pssi, dan apa prestasi timnas yg sudah di raih? 
Kami tidak buta sebagai suporter dan sekian bnyak mata pun melihat kemajuan timnas dan mengakui itu.",1 tahun yang lalu,,prestasi towel sja anggota pssi prestasi timnas yg raih buta suporter sekian bnyak mata maju timnas aku
YouTube,Gw pengen ngomong takut makin nambah terus dosa gw gegara manusia 1 ini,1 tahun yang lalu,,gw ken ngomong takut nambah dosa gw gegara manusia
YouTube,Ni si towel bodo membantah terus dasar towel mapia bola,1 tahun yang lalu,,ni si towel bodo ban dasar towel mapia bola
YouTube,"Suruh towel aja jadi pelatih ganti STY

Kata towel kan ada tom haye dll, pelatih siapa saja bisa makanya towel aja yang jadi pelatih",1 tahun yang lalu,,suruh towel aja latih ganti sty towel tom haye dll latih towel aja latih
YouTube,Towel.lgi.towel.lagi.👹👹👹☠️🐷,1 tahun yang lalu,,towellgitowellagi
YouTube,Yg emosional itu ente well,1 tahun yang lalu,,yg emosional ente well
YouTube,"Towe nanya ketika dijawab selengean mukanya kemana mana mikir pertanyaan mencla mencle ,semoga segera di azab alloh",1 tahun yang lalu,,towe nanya lenge muka mana mikir mencla mencle moga azab alloh
YouTube,Hensat KATROK,1 tahun yang lalu,,hensat katrok
YouTube,"Kenapa di kasih panggung lg Nguyen Van towel ini 😂, tolong yg kekurangan warga negara, kami pecinta sepakbola Indonesia, dengan ikhlas melepas kewarganegaraan Nguyen Van towel ini.",1 tahun yang lalu,,kasih panggung lg nguyen van towel tolong yg kurang warga negara cinta sepakbola indonesia ikhlas lepas kewarganegaraan nguyen van towel
YouTube,fiks dia Nguyen Van towel.,1 tahun yang lalu,,fiks nguyen van towel
YouTube,Pecah belah tu gara2 pengamat towel ternyata,1 tahun yang lalu,,pecah belah tu gara amat towel
YouTube,"Beda level sih,,ngajakin ngomong soal teknis bola, oke dijabanin lha balik lg soal naturalisasi,, wkwkwkwk,, handuk emang mabok",1 tahun yang lalu,,beda level sihngajakin ngomong teknis bola oke dijabanin lha lg naturalisasi wkwkwkwk handuk emang mabok
YouTube,Kalo liat orang ini di tv berasa mau gua banting tv nya bikin esmosi,1 tahun yang lalu,,kalo liat orang tv asa gua banting tv nya bikin esmosi
YouTube,"Udah.. Gk usah ribut.. Nanti piala aff kasih saja Timnas pemain liga lokal semua, dan pelatihnya pelatih lokal, dan lihat.. Bisa gk juara di aff. Gt aja ribet.. Bungkam mulut towel itu dengan  cara kabulkan keinginannya dia, kalau gagal habisi si towel tuh.",1 tahun yang lalu,,udah gk ribut piala aff kasih timnas main liga lokal latih latih lokal lihat gk juara aff gt aja ribet bungkam mulut towel kabul ingin gagal habis si towel tuh
YouTube,"METRO TV NGAPAIN BAHAS NATURALISASI,NATURALISASI ITU PROSESNYA,DAN MEREKA PUNYA DARAH INDO,CUMA DIINDO NATURALISASI HEBOHHH ,FIFA JUGA DUKUNG UUD JUGA DUKUNG",1 tahun yang lalu,,metro tv ngapain bahas naturalisasinaturalisasi prosesnyadan darah indocuma diindo naturalisasi hebohhh fifa dukung uud dukung
YouTube,Sini kasih paham Towel. 👎,1 tahun yang lalu,,kasih paham towel
YouTube,Dasar towel ini BAJINGAN DAN MAFIA. Jangan salahkan rakyat bila akhirnya membakar rumah towel,1 tahun yang lalu,,dasar towel bajing mafia salah rakyat bakar rumah towel
YouTube,towel tuh t0l0l,1 tahun yang lalu,,towel tuh tll
YouTube,Tambahi terus... pemain naturalisasi biar si pengamat anti STY panasssss🔥,1 tahun yang lalu,,tambah main naturalisasi biar si amat anti sty panasssss
YouTube,"Narasumber nya timsesnya 01 .. ngerti apa tentang sepakbola Indonesia 😂😂😂😂..di era towel Banyak yang dinaturalisasi coba tanya kan prestasi nya apa,di era towel pelatih timnas mana yang bisa bawa timnas Indonesia masuk semifinal piala Asia",1 tahun yang lalu,,narasumber nya timsesnya ngerti sepakbola indonesia era towel naturalisasi coba prestasi nya apadi era towel latih timnas bawa timnas indonesia masuk semifinal piala asia
YouTube,Pak Hamdan penjelasan sangat keren!! Kalo berani undang pak Erik Tohir debat sama towel,1 tahun yang lalu,,hamdan jelas keren kalo berani undang erik tohir debat towel
YouTube,Metro TV emg nyampah demi rating si towel di undang lagi,1 tahun yang lalu,,metro tv emg nyampah rating si towel undang
YouTube,Ngak jelas towel biacaranya.,1 tahun yang lalu,,ngak towel biacaranya
YouTube,"Kita harus bisa membaca maksud dari program naturalisasi, program ini bermaksud mengangkat rangking Indonesia ke 50 besar dunia.. Setelah target tercapai, maka dengan sendirinya anak anak lokal kita aka diberi kesempatan bermain di liga liga top dunia seperti liga Inggris dan Italia karna syarat bermain di liga top dunia adalah pemain dari negara yang masuk dalam 100 besar dunia.. Baru kemudia diperbaiki kualitas liga 1 , begitu juga dengan wacana banyaknya pemain asing di liga 1 itu juga untuk mengangkat rangking liga 1 di tingkat asia, baru perlahan lahan pemain asing dikurangi dan pemain lokal kualitas nya meningkat karna pada saat itu liga 1 akan bermain di level yg lebih tinggi seperti champions Asia.",1 tahun yang lalu,,baca maksud program naturalisasi program angkat rangking indonesia dunia target capai anak anak lokal aka sempat main liga liga top dunia liga inggris italia karna syarat main liga top dunia main negara masuk dunia kemudia baik kualitas liga wacana banyak main asing liga angkat rangking liga tingkat asia perlahan lahan main asing rang main lokal kualitas nya tingkat karna liga main level yg champions asia
YouTube,Mohon maaf sebelum nya. Yng punya acara tv ini metro tv.bisa ngk. Ngk ngundang masalah debat timnas lagi.,1 tahun yang lalu,,mohon maaf nya yng acara tv metro tvbisa ngk ngk ngundang debat timnas
YouTube,Ful narualisasi lah... Pemian pemain lokal ... Mental tempe,1 tahun yang lalu,,ful narualisasi mi main lokal mental tempe
YouTube,Suruh jadi pelatih aja towel pelatih sepak bola deso,1 tahun yang lalu,,suruh latih aja towel latih sepak bola deso
YouTube,Cb cek kalu demam budak ini @towel,1 tahun yang lalu,,cb cek kalu demam budak
YouTube,"Kemaren tv one sekrng metro
Goreng terus 😅😅",1 tahun yang lalu,,kemaren tv one sekrng metro goreng
YouTube,"Metro tv kalau menurut saya jgn undang towel lagi,nambah nambah suasana GK enak,coba sekali2 tantang dia untuk main,atau jadi pelatih",1 tahun yang lalu,,metro tv jgn undang towel laginambah nambah suasana gk enakcoba tantang mainatau latih
YouTube,Bung towel itu lucu bangeeet andai punya 7 orang di indonesia kayak dia,1 tahun yang lalu,,towel lucu bangeeet andai orang indonesia kayak
YouTube,si towel gk bertaji sama pk Hamdan kalah kelas tu si towel,1 tahun yang lalu,,si towel gk taji pk hamdan kalah kelas tu si towel
YouTube,"Bias antara politik dan sepak bola... Ketika lawan politik melakukan hal baik, kubu seberang termasuk media rame rame ikut menjadikan hal itu sebagai hal yg salah",1 tahun yang lalu,,bias politik sepak bola lawan politik kubu seberang media rame rame jadi yg salah
YouTube,Lebih  fair kalo ada pertandingan antara team pemain lokal vs pemain naturalisasi,1 tahun yang lalu,,fair kalo tanding team main lokal vs main naturalisasi
YouTube,Emang kita udah hebat ?😅....negara hebat sj msh trima naturalisasi....,1 tahun yang lalu,,emang udah hebat negara hebat sj msh trima naturalisasi
YouTube,Ini si towel knpa sih di kasih panggung melulu ??? Udah gak usah di kasih tempat orang kaya gini .. gak usah di undang di acara tv.. cari sensasi ... Giliran keluarganya yg di serang netizen malah nyalahin netizen . Mangkanya diem jngn bnyak bacot ...,1 tahun yang lalu,,si towel knpa sih kasih panggung melulu udah gak kasih orang kaya gin gak undang acara tv cari sensasi gilir keluarga yg serang netizen nyalahin netizen mangkanya diem jngn bnyak bacot
YouTube,Agak laen towel ini,1 tahun yang lalu,,laen towel
YouTube,Hebat bung hamedan saluttt🎉🎉🎉,1 tahun yang lalu,,hebat hamedan saluttt
YouTube,Kwe seng membelah,1 tahun yang lalu,,kwe seng belah
YouTube,"Saya mau belajar ngeraicik bom,saya mau bom rumahnya towel",1 tahun yang lalu,,ajar ngeraicik bomsaya bom rumah towel
YouTube,Mati no wae well towell,1 tahun yang lalu,,mati no wae well towell
YouTube,Masih aja ada TV NASIONAL sekelas #metrotv nyari nara sumber gak punya data dan ngomongnya ngaco sok tau bola. Dia kritik PSSI sedangkan dia manta orang pssi era kegelapan dan mafia,1 tahun yang lalu,,aja tv nasional kelas nyari nara sumber gak data ngomongnya ngaco sok tau bola kritik pssi manta orang pssi era gelap mafia
YouTube,"Towel ini terlalu mencari-cari, ingin cari panggung.Coba deh jgn direspon, ntar juga capek sendiri gak ada yg peduli, akhirnya berenti dgn sendirinya😂",1 tahun yang lalu,,towel mencaricari cari panggungcoba deh jgn direspon ntar capek gak yg peduli renti dgn
YouTube,"Menurut saya yg memecah belah itu mulut mu towel
Dan apa susah nya dukung timnas
Mulut mu muter2 menyepelekan peran pelatih 
Sebener nya arah kritik towel itu yg gimana 
Mau nyerang pundit yg lain atau mau kritik timnas",1 tahun yang lalu,,yg pecah belah mulut mu towel susah nya dukung timnas mulut mu muter sepele peran latih sebener nya arah kritik towel yg gimana nyerang pundit yg kritik timnas
YouTube,"Yg gue bayangin anak nya si towel malu engga yah sama kelakuan orang ini, cumn bikin gaduh udh kaya dia punya prestasi aja,,,",1 tahun yang lalu,,yg gue bayangin anak nya si towel malu engga yah laku orang cumn bikin gaduh udh kaya prestasi aja
YouTube,Percuma ngomong sama orang yang gak ngerti bola😂🤣,1 tahun yang lalu,,ngomong orang gak ngerti bola
YouTube,ga usah di urus si towel...,1 tahun yang lalu,,ga urus si towel
YouTube,"Siapapun,dan sehebat apapun pelatihnya kalau mengandalkan pemain2 lokal,gak mungkin bisa masuk,towel mah biarin aja dia ngoceh,coba kira2 kalau towel yg jadi pelatih,dan target masuk piala dunia kalau gagal penggal kepalanya kira2 berani gak towel",1 tahun yang lalu,,siapapundan hebat apa latih andal main lokalgak masuktowel mah biarin aja ngocehcoba towel yg pelatihdan target masuk piala dunia gagal penggal kepala berani gak towel
YouTube,STASIUN TV MEMANG SENGAJA KOK MANGGIL TOWEL AGAR NAIK LITING...NETIZEN JNGN NONTON LAYAR YOUTUBE MAUPUN TV ADA TOWEL,1 tahun yang lalu,,stasiun tv sengaja manggil towel litingnetizen jngn nonton layar youtube tv towel
YouTube,Towel bukan pengamat tapi benci sih ... Kyknya bemci bnget ama STY pdhl sty gk. Kenal doi😂,1 tahun yang lalu,,towel amat benci sih kyknya bemci bnget ama sty pdhl sty gk kenal doi
YouTube,"Ingat jaman dualisme pssi (isl vs ipl) 

Nah itu orang nya lagi nongol 😂",1 tahun yang lalu,,jaman dualisme pssi isl vs ipl orang nya nongol
YouTube,"Bilang kalah lawan irak terus, disana tdk ada ivar dan sandy wals pun",1 tahun yang lalu,,bilang kalah lawan irak sana tdk ivar sandy wals
YouTube,Gonta ganti Mulu yg di kritisi JD yg mana sih mau nya,1 tahun yang lalu,,gonta ganti mulu yg kritisi jd yg sih nya
