platform,komentar,timestamp,sentimen,komentar_clean
YouTube,Perubahan permainan yg perlu.. bukan masalah menang kalahnya.. nanti awas km towel kolok indonesai menang di gbk atas irak. Lo tutup mulut aja,1 tahun yang lalu,,ubah main yg menang kalah awas km towel kolok indonesai menang gbk irak lo tutup mulut aja
YouTube,Bung towel nyarii2 terus kesalahsn sty jangan kasih panggung nih orang,1 tahun yang lalu,,towel nyarii kesalahsn sty kasih panggung nih orang
YouTube,Ini ngapain politisi ikut2an,1 tahun yang lalu,,ngapain politis ikut
YouTube,Towel tu murni gak suka STY....dr pendapatnya semua mengerucut ke STY....klo soal orang memuji STY apakah yg salah STY itu...yg blg local pret prtama kali siapa...towel malah salahkan STY...yg memulai naturalisasi siapa...malah dlu pemain tua2 semua dia diem aja...skrg berkualitas dia protes...dia memuji luis milla...yga nyatanya gagal...krena saat itu dia di PSSI...selalu mengungkit masa lalu...dlu STY blg stamina kita lemah...lha faktanya gt...bertahun2 pemain kita lemah...skrg pemain sama tpi stamina lebih bagus...artinya kan ada perkembangan...tpi bagi towel malah salah STY....ini orang murni iri dan dengki sama STY ...terbukti...brkali2 dia nobar timnas menang atau bkin gol dia bukannya seneng malah klhtan kecewa...itu yg bkin kami suporter sakit hati,1 tahun yang lalu,,towel tu murni gak suka stydr dapat kerucut styklo orang puji sty yg salah sty ituyg blg local pret prtama kali siapatowel salah styyg naturalisasi siapamalah dlu main tua diem ajaskrg kualitas protesdia puji luis millayga gagalkrena pssiselalu ungkit laludlu sty blg stamina lemahlha fakta gtbertahun main lemahskrg main tpi stamina bagusartinya perkembangantpi towel salah styini orang murni iri dengki sty terbuktibrkali nobar timnas menang bkin gol neng klhtan kecewaitu yg bkin suporter sakit hati
YouTube,"ga ada pembelahan kalaupun ada pembelahan cuma 1% saja,dan logikanya bung towel tidak ada",1 tahun yang lalu,,ga belah belah sajadan logika towel
YouTube,"kenapa sih tv tv nasional undang orang ini,nga ada narasumber yg lebih kredibel apa???",1 tahun yang lalu,,sih tv tv nasional undang orang ininga narasumber yg kredibel
YouTube,Bung towel memecahkan persatuan indonesia,1 tahun yang lalu,,towel pecah satu indonesia
YouTube,"gilaaaa, bang Hamdan berani masuk kandang haters timnas.",1 tahun yang lalu,,gilaaaa bang hamdan berani masuk kandang haters timnas
YouTube,Panjang umur lu towel,1 tahun yang lalu,,umur lu towel
YouTube,Sekelas jerman sj keok di piala  2 edisi piala dunia terakhir padahal pemain2 kelas dunia..  Yg jadi pertanyaan kenapa JERMAN keok..  Apakah taktikal pelatih yg salah..  Jawabannya BENAR taktikal pelatih yg jelek,1 tahun yang lalu,,kelas jerman sj keok piala edisi piala dunia main kelas dunia yg jerman keok taktikal latih yg salah jawab taktikal latih yg jelek
YouTube,"Semangat bung towel ❤
Emang kita perlu org seperti anda",1 tahun yang lalu,,semangat towel emang org
YouTube,"Metro kasi panggung orang ini.... Klo di politik metro kasi panggung Rocky Gerung, Reply Harun.. Metro oh Metro... Efek gagal nyapresin si Abah... 😂😂😂",1 tahun yang lalu,,metro kasi panggung orang klo politik metro kasi panggung rocky gerung reply harun metro oh metro efek gagal nyapresin si abah
YouTube,Bikin gaduh ni si TOWEL,1 tahun yang lalu,,bikin gaduh ni si towel
YouTube,"Ini bukan cuma soal talenta. Sepak bola itu meliputi banyak aspek. Contoh dasar bola aja menurut coach justin timnas kita masih suka salah. Itu baru awal2 ya. Terus fisik,stamina,mental,etitud,sikap di lapangan dll. Jadi susah, kalopun bisa butuh waktu yang lama dan juga yakin gua pemain lokal pride nggak akan kuat di porsi latihan pelatih luar yang punya reputasi pelatih bagus.",1 tahun yang lalu,,talenta sepak bola liput aspek contoh dasar bola aja coach justin timnas suka salah ya fisikstaminamentaletitudsikap lapang dll susah kalo butuh gua main lokal pride nggak kuat porsi latih latih reputasi latih bagus
YouTube,Suruh towel main d lapangan,1 tahun yang lalu,,suruh towel main d lapang
YouTube,Itu semua oraknya towel towel,1 tahun yang lalu,,orak towel towel
YouTube,"Si towel si merasa paling paham bola.. 
Emng dlu dia waktu d pssi apa si prestasi timnas?? 

Udah lah org pemecah belah ini ndak usah di tanggapin lagii",1 tahun yang lalu,,si towel si paham bola emng dlu d pssi si prestasi timnas udah org pecah belah ndak tanggapin lagi
YouTube,"Weel logislah lue,,Vietnam dan Iraq itu kelasnya bedalah Well,,,yg bener lah lue,,,",1 tahun yang lalu,,weel logis luevietnam iraq kelas beda wellyg bener lue
YouTube,"Media tivi berbondong2 cari cuan n rating instan tau aj klo towel viral 
Tivi politik kok bhas bola mn nyambung",1 tahun yang lalu,,media tivi bondong cari cuan n rating instan tau aj klo towel viral tivi politik bhas bola mn nyambung
YouTube,Towel aja suruh main bola,1 tahun yang lalu,,towel aja suruh main bola
YouTube,Ngomongnya sama,1 tahun yang lalu,,ngomongnya
YouTube,Towel dikasi panggung malah komennya cetek.. memecah harapan rakyat Indonesia.. sbg pengamat harusnya komennya gak cetek mana yg hebat pemain atau pelatih atau pssi.. ya semua kesatuan jangan dipecah2..,1 tahun yang lalu,,towel kasi panggung komennya cetek pecah harap rakyat indonesia sbg amat komennya gak cetek yg hebat main latih pssi ya satu pecah
YouTube,"Salah satu faktor kurang berkembangnya sepak bola kita ya orang"" Seperti towel ini, termasuk yg ngundang dia juga,",1 tahun yang lalu,,salah faktor kembang sepak bola ya orang towel yg ngundang
YouTube,Artinya saling melengkapi...jangan dibanding2kan ..,1 tahun yang lalu,,melengkapijangan banding
YouTube,"Ekspresi towel ketika timnas mencetak gol tidak bisa ditutupi, itu reaksi spontan jelas anda TDK happy .....anda layak jadi musuh utama penggemar timnas",1 tahun yang lalu,,ekspresi towel timnas cetak gol tutup reaksi spontan tdk happy layak musuh utama gemar timnas
YouTube,Towellll,1 tahun yang lalu,,towellll
YouTube,Helleh wel towel.....,1 tahun yang lalu,,helleh wel towel
YouTube,"Towel ibarat anies, pintar kalo nggedabrus. Jadi pemain kagak, pelatih juga  kagak.. Kok bisa jadi pengamat, jangan""sertifikat pengamat nya hasil suap.. Wel towel kalo lu jentel Terima dong tantantangan pk gede, jangan cuma modal omdo,,",1 tahun yang lalu,,towel anies pintar kalo nggedabrus main kagak latih kagak amat jangansertifikat amat nya hasil suap wel towel kalo lu jentel terima tantantangan pk gede modal omdo
YouTube,Hhhhhhh towel emosi,1 tahun yang lalu,,hhhhhhh towel emosi
YouTube,"Ini kok metro ngundang towel lagi,,,towel bisanya hanya ngomong tolong lah metro jangan undang towel hanya buat gaduh",1 tahun yang lalu,,metro ngundang towel lagitowel bisa ngomong tolong metro undang towel gaduh
YouTube,Bung. Siapa itu yg pake batik cokelat?,1 tahun yang lalu,,yg pake batik cokelat
YouTube,Handuk ga usah diberi panggung. Bikin sepet ati wae,1 tahun yang lalu,,handuk ga panggung bikin sepet ati wae
YouTube,"Produk asli lebih baik dari produk tidal asli, buah lokal lebih enak dari buah import.",1 tahun yang lalu,,produk asli produk tidal asli buah lokal enak buah import
YouTube,Dari kemenpora cerdas sepakbola 👏👏👏,1 tahun yang lalu,,kemenpora cerdas sepakbola
YouTube,"Mau bung towel apa sih. Timnas mau maju apa gak.? Kalau mau maju diem liat proses, jangan mengalahkan personal atau tim. Banyak nyiyir ni orang geram liat. Dulu dia masuk PSSI apa dia perbuat malah memperburuk keadaan..sekrang di perdebatkan masalah naturalisasi bodoh ni orang.",1 tahun yang lalu,,towel sih timnas maju gak maju diem liat proses kalah personal tim nyiyir ni orang geram liat masuk pssi buat buruk keadaansekrang debat naturalisasi bodoh ni orang
YouTube,Ini ke untungan buat media selalu acaranya kontrofetsi,1 tahun yang lalu,,untung media acara kontrofetsi
YouTube,Wel tewel bikin rusuh aja ni orang,1 tahun yang lalu,,wel tewel bikin rusuh aja ni orang
YouTube,Toel toel ngomongnya mokrol buang aja jauh jauh,1 tahun yang lalu,,toel toel ngomongnya mokrol buang aja
YouTube,"tolong deh semua TV ayo undang orng yg positif, yg mau memvabgun sepakbola indonesia. jgn panggil orng2 macam towel cz, yg mau memecah belah dan suka bola indonesia seperti model dulu,agar tambang uangnya selalu mengalir",1 tahun yang lalu,,tolong deh tv ayo undang orng yg positif yg memvabgun sepakbola indonesia jgn panggil orng towel cz yg pecah belah suka bola indonesia model duluagar tambang uang alir
YouTube,emosi saya lihat towel itu,1 tahun yang lalu,,emosi lihat towel
YouTube,"Towel  lagi towel lagi bijin pusing indinesia aja ,towel aja jadi pelati kalau gagalhengkang dari indonesia",1 tahun yang lalu,,towel towel bijin pusing indinesia aja towel aja lat gagalhengkang indonesia
YouTube,"Towel waktu jadi bagian di pssi hancur timnasnya,,bagaimana towel sekarang mau bicara sepakbola...lucu nya si towel kebangetan gobloknya",1 tahun yang lalu,,towel pssi hancur timnasnyabagaimana towel bicara sepakbolalucu nya si towel banget goblok
YouTube,Ptestasi mya towel itu apa.🤔🤔,1 tahun yang lalu,,ptestasi mya towel
YouTube,"Naturalisasi yang di minta para kritikus adalah minta pemain naturalisasi itu sekelas lamine yamal, pedri, haaland, atau pemain muda lain yang level 1,dan  kalo PSSI cari ada pasti nya diaspora yang selevel sama mereka.. hanya saja pertanyaan nya apakah diaspora yang selevel itu mau membela indonesia.??? Timnas bukan klub bola yang pemain nya bisa berpindah-pindah klub..",1 tahun yang lalu,,naturalisasi kritikus main naturalisasi kelas lamine yamal pedri haaland main muda level kalo pssi cari nya diaspora level nya diaspora level bela indonesia timnas klub bola main nya berpindahpindah klub
YouTube,"Logika nta towel yg kebalik,,pep guardiola suruh melatih indonesia dan indonesia kalah ,,trus di pertanyakan Taktik pep yg cerdik atau yg tidak😅😅😅",1 tahun yang lalu,,logika nta towel yg kebalikpep guardiola suruh latih indonesia indonesia kalah trus taktik pep yg cerdik yg
YouTube,"Towel2 lu memang orang yg bner2 ga tau malu ga tau trima ksih, sudah di kasih panggung malah tambah parah, siapapun yg di undang oleh stasiun tv yg orangnya ingin membangun sepak bola, lu trus menyerang, trus ingin berdebat seolah2 lu orang yg paling pinter dlm segala hal, ga peduli mau enak di dengar, ataupun tidak...
Tolong hadapkanlah si towel dgn erik thohir ketua pssi yg membuat semua keputisan, baik masalah naturalisasi, maslah pelatih dan masalah apapun mengenai sepak bola ini...",1 tahun yang lalu,,towel lu orang yg bner ga tau malu ga tau trima ksih kasih panggung parah yg undang stasiun tv yg orang bangun sepak bola lu trus serang trus debat lu orang yg pinter dlm ga peduli enak dengar tolong hadap si towel dgn erik thohir ketua pssi yg keputisan naturalisasi mas latih apa sepak bola
YouTube,"Jasa pak Hamdan yang ingin turut membantu membangun dan memajukan sepakbola Indonesia sangat luar biasa, beliau orang yg paling sibuk bersama coach IS dan pak Fachry Bachdim mencari pemain2 keturunan Indonesia yg berkualitas. Lah Towel, bacotnya aja gede a action nya apa, sumbangsih nya apa buat Timnas ?",1 tahun yang lalu,,jasa hamdan bantu bangun maju sepakbola indonesia beliau orang yg sibuk coach is fachry bachdim cari main turun indonesia yg kualitas towel bacot aja gede a action nya sumbangsih nya timnas
YouTube,Local pride mentok di piala ciki aff🤣😥😥,1 tahun yang lalu,,local pride mentok piala cik aff
YouTube,cangkem me towel ajeg ora seneng karo Sty..!,1 tahun yang lalu,,cangkem me towel ajeg ora neng karo sty
YouTube,Kenapa diii ini kompas tv masi undang handuk ini,1 tahun yang lalu,,diii kompas tv mas undang handuk
YouTube,Towel coba melati club saja dulu supay kamu bisa dkatai pelatih bagus,1 tahun yang lalu,,towel coba melati club supay dkatai latih bagus
YouTube,Lagi lagi ini si handuk tdk mau akui sty dasar kamu handuk,1 tahun yang lalu,,si handuk tdk aku sty dasar handuk
YouTube,Wkwkwk towel-towel😂😂😂😂,1 tahun yang lalu,,wkwkwk toweltowel
YouTube,Boikot aja si towel ini.,1 tahun yang lalu,,boikot aja si towel
YouTube,"Semangat semuanya... Kritik silahkan tapi kasih solusinya menurut anda... 
Menurut sy... Pengamat yg bagus setelah kritik coba bantu solusi... Jadi semua kita sama sama bisa berfikir... Tapi perlu kt harus sadar nuga... Di dunia ini ga ada yg kekal... ❤bravo teammnas dan pssi dan pengmat juga",1 tahun yang lalu,,semangat kritik silah kasih solusi sy amat yg bagus kritik coba bantu solusi berfikir kt sadar nuga dunia ga yg kekal bravo teammnas pssi mat
YouTube,"Towel,Anjas lucu2",1 tahun yang lalu,,towelanjas lucu
YouTube,sayang ga ada penonton yg nimpuk si towel pk sepatu... please lain kali sambit ya...,1 tahun yang lalu,,sayang ga tonton yg nimpuk si towel pk sepatu please kali sambit ya
YouTube,Knapa sih tv senang menampilkan  ODGJ ini towel towel😅,1 tahun yang lalu,,knapa sih tv senang tampil odgj towel towel
YouTube,Saya ko tidak pernah mendengar ada hiruk pikuk  perpecahan di masyarakat Indonesia terkait naturalisqsi pemain sepak bola yg ada adalah dukungan yg kuat dari masyarakat untuk team sepakbola kita agar lebih baik untuk masa yg akan datang dan sty sudah dan sedang melakukan itu,1 tahun yang lalu,,ko dengar hiruk pikuk pecah masyarakat indonesia kait naturalisqsi main sepak bola yg dukung yg kuat masyarakat team sepakbola yg sty
YouTube,"seharusnya towel dijadiin pelatih sty, atau klo sty mau bekerja harus yg di inginkan towel, 
dari sekian lama saya mengikuti arah pandangan towel yaa kesimpulan nya pelatih itu harus sesuai dengan yg towel mau, klo tidak pasti dikomentari, ""knp begitu, knp begini, knp bicara seperti itu, knp bicara seperti ini, knp milih dia ga milih yg itu, knp harus masukin dia bukannya masukin yg ini ajh,"" seperti pertanyaan towel ke sty, maka dari itu towel dijadiin juru bicara kepelatihan timnas,",1 tahun yang lalu,,towel dijadiin latih sty klo sty yg towel sekian ikut arah pandang towel yaa simpul nya latih sesuai yg towel klo komentar knp knp knp bicara knp bicara knp milih ga milih yg knp masukin masukin yg ajh towel sty towel dijadiin juru bicara latih timnas
YouTube,Towel. Banyak. Omong.   .apa. Prestasi.  Towel.,1 tahun yang lalu,,towel omong prestasi towel
YouTube,Timnas berjuang media penghancur sm towel,1 tahun yang lalu,,timnas juang media hancur sm towel
YouTube,"Tv one metro i news penghalang maju sepakbola 
Atau cari rating saja datangkan si towel .. malah ribut debat natur sungguh giblok",1 tahun yang lalu,,tv one metro i news halang maju sepakbola cari rating datang si towel ribut debat natur sungguh giblok
YouTube,"Naturalisasi ini masih baru 3 tahun jalannya woy😂 apalah ni, kan emang iya dari dulu ada inferior compelxity. Sumpah alasannya mengada ngada",1 tahun yang lalu,,naturalisasi jalan woy apa ni emang iya inferior compelxity sumpah alas ada ngada
YouTube,Towel ki kokean cocot tok,1 tahun yang lalu,,towel ki kokean cocot tok
YouTube,Seharusnya towel ini gak usah diundang tapi stasiun tv memanfaatkan towel untuk mencari keuntungan,1 tahun yang lalu,,towel gak undang stasiun tv manfaat towel cari untung
YouTube,Pengamatx towel nyinyir..tvx metro samalah..sama2 tidak paham bola..pengamat politik juga   sok tau bola😆😆,1 tahun yang lalu,,pengamatx towel nyinyirtvx metro samalahsama paham bolapengamat politik sok tau bola
YouTube,Ngapain ngundang org2 politik komentari bola seperto oqbal sama hendri,1 tahun yang lalu,,ngapain ngundang org politik komentar bola seperto oqbal hendri
YouTube,Coach Justin : Towel sekarang Absurd.,1 tahun yang lalu,,coach justin towel absurd
YouTube,Bener kata couch Justin bung towel itu kalau di ajak mbahas timnas itu tidak nyambung.mangkanya couch Justin ugah debat bareng ma towel,1 tahun yang lalu,,bener couch justin towel ajak mbahas timnas nyambungmangkanya couch justin ugah debat bareng ma towel
YouTube,Towel sakit hati karna ngk dapat bagian di pssi... Ngk bisa nitip pemain ke timnas😂😂😂😂,1 tahun yang lalu,,towel sakit hati karna ngk pssi ngk nitip main timnas
YouTube,"Yg memecah belah toel sendiri yg pro dan tdk sama sty opininya toel sendiri ,ktnya pengamat? tp kpn tidak menilai pemain lokal yg egois cari nama sendiri ..maunya apasih ..yg paling saya sesalkan knp media malah memberi panggung orang ky toel ...asuuudahlahh pusing😅",1 tahun yang lalu,,yg pecah belah toel yg pro tdk sty opini toel ktnya amat tp kpn nilai main lokal yg egois cari nama mau apasih yg sesal knp media panggung orang ky toel asuuudahlahh pusing
YouTube,Mantap s bung Hamdan hamedan,1 tahun yang lalu,,mantap s hamdan hamedan
YouTube,"klo mau bikin acara seperti ini, undang juga pa erik Tohir nya, biar para pengamat ini bicara langsung, berani engga para pengamat ini berdebat dengan ketum pssi",1 tahun yang lalu,,klo bikin acara undang pa erik tohir nya biar amat bicara langsung berani engga amat debat tum pssi
YouTube,Semakin banyak bicara towel sekin jelas bodohnya,1 tahun yang lalu,,bicara towel sekin bodoh
YouTube,Berhubung indon kalah sama Guinea sy gak terlalu benci sama si towel. 😂😂,1 tahun yang lalu,,hubung indon kalah guinea sy gak benci si towel
YouTube,Media kenapa lagi di undang TOWAL TOWEL itu mafianya bolanya indonesia,1 tahun yang lalu,,media undang towal towel mafia bola indonesia
YouTube,Keren Mr Hamedan,1 tahun yang lalu,,keren mr hamedan
YouTube,Kayaknya bong towel ini sinis dan iri sama sty😮😅,1 tahun yang lalu,,kayak bong towel sinis iri sty
YouTube,"Udah laa TOWEL diam aja lu,, lu nggak tau apa apa,",1 tahun yang lalu,,udah laa towel diam aja lu lu nggak tau
YouTube,Coba towel jd pelatih panggil pemain liga yg terbaik menurut dia bisa gk dia bawa timnas  piala aff dulu.,1 tahun yang lalu,,coba towel jd latih panggil main liga yg baik gk bawa timnas piala aff
YouTube,"TOWEL KAPAN YA MATI NYA, PGN CEPET NGELAYAT SOALNYA",1 tahun yang lalu,,towel ya mati nya pgn cepet ngelayat
YouTube,Towel gak bermuru jk beranalisa.memang  dasar gk bermutu.makin banyak omon makin kelihatan bobrok pikiranya.,1 tahun yang lalu,,towel gak bermuru jk beranalisamemang dasar gk bermutumakin omon bobrok pikiranya
YouTube,"Wkwkwke bung towel ini tidak mengerti sepak bola, dasar hati dengki, 🤣🤣🤣🤣.",1 tahun yang lalu,,wkwkwke towel erti sepak bola dasar hati dengki
YouTube,Cangkem badhek wrl,1 tahun yang lalu,,cangkem badhek wrl
YouTube,Aff kok patokan .towel waktu kau jadi pengurus PSSI prestasimu apa Brow ?,1 tahun yang lalu,,aff patok towel kau urus pssi prestasi brow
YouTube,Saya izin untuk tidak merekomendasikan channel. Saya muak dengan orang ini bung towel atau siapalah namanya tidak penting buat saya. Yg jelas dont make stupid people famous.,1 tahun yang lalu (diedit),,izin rekomendasi channel muak orang towel siapa nama yg dont make stupid people famous
YouTube,"G tau bola bicara bola, cuma bisa bacot lo towel,muka iblis",1 tahun yang lalu,,g tau bola bicara bola bacot lo towelmuka iblis
YouTube,"Beneran sih, ga usah dikasih panggung lagi komentator yang begini. Kritik2 yang disampaikan, sebaiknya lsg ditujukan ke PSSI",1 tahun yang lalu,,beneran sih ga kasih panggung komentator kritik lsg pssi
YouTube,"yang salah adalah stasion tv nya,,, demi supaya laris acaranya demi dilihat orang banyak, karena kontroversi orang tertentu...

Dengan diadakan acara kek gini terus hanya akan memecah belah sepak bola indonesia",1 tahun yang lalu,,salah stasion tv nya laris acara orang kontroversi orang ada acara kek gin pecah belah sepak bola indonesia
YouTube,Bacot aja lu wel pintar otak loh bodoh,1 tahun yang lalu,,bacot aja lu wel pintar otak loh bodoh
YouTube,"Untuk kesekian kalinya sampah ini di undang,,,talenta emas evan dimas dkk hancur kerna saat itu pssi nya ngk becus mungkin si mulut sampah ini didalamnya",1 tahun yang lalu,,sekian kali sampah undangtalenta emas evan mas dkk hancur kerna pssi nya ngk becus si mulut sampah dalam
YouTube,"Towel  nglantur muluk, parah banget.......",1 tahun yang lalu,,towel nglantur muluk parah banget
YouTube,Towel sok banget mengamati sepak bola tapi payah secara melihat dengan jelas jjr aja sekelas timnas prancis aja juara piala dunia itu ada juga diaspora nya dan imigran nya tidak semerta merta lokal dan lokal kita indonesia itu mentalnya udah naik karena motivasi juga dari pelatih STY dan towel tidak melihat itu hanya tau mengkritik yang tidak tau arahnya kemana coba dukung timnas kita biar lebih maju lagi kritik boleh asal sesuai arah dan tidak terlalu memprovokasi,1 tahun yang lalu,,towel sok banget amat sepak bola payah jjr aja kelas timnas prancis aja juara piala dunia diaspora nya imigran nya merta merta lokal lokal indonesia mental udah motivasi latih sty towel tau kritik tau arah mana coba dukung timnas biar maju kritik sesuai arah provokasi
YouTube,99 persen masyarakat indonesia setuju naturalisasi,1 tahun yang lalu,,persen masyarakat indonesia tuju naturalisasi
YouTube,Hahaaa gak bakalan bisa nyambung otak towel,1 tahun yang lalu,,hahaaa gak nyambung otak towel
YouTube,"Towel bikin timnasinal sediri jooooo ngana,main bolah itu butuh menang dan ciptakan sejara,BKN bikin cerita masalalu",1 tahun yang lalu,,towel bikin timnasinal diri jooooo nganamain bolah butuh menang cipta sejarabkn bikin cerita masalalu
YouTube,"Kalau ada diskusi tidak membangun jangan dinonton ,kalau dinonton semakin jadi jadi media",1 tahun yang lalu,,diskusi bangun dinonton dinonton media
YouTube,si TOWEL sama METRO TV sama Gobloknya 🤣🤣🤣,1 tahun yang lalu,,si towel metro tv goblok
YouTube,Sebetulnya Towel sendiri yg memecah belah bikin gaduh😡,1 tahun yang lalu,,towel yg pecah belah bikin gaduh
YouTube,towel ini dasarnya udah negaruf jadi apapun masalahnya akan jadi minus,1 tahun yang lalu,,towel dasar udah negaruf apa minus
YouTube,"Jngn ngmng naturalisasi,, itu diaspora bisa di bedain lah",1 tahun yang lalu,,jngn ngmng naturalisasi diaspora bedain
YouTube,"Pengamat yg merasa paling hebat ,",1 tahun yang lalu,,amat yg hebat
YouTube,Saya lihat towel pengin lempat telor busok pikiran nya dangkal picik,1 tahun yang lalu,,lihat towel pengin lempat telor busok pikir nya dangkal picik
YouTube,Towel perlu dideportasi.,1 tahun yang lalu,,towel deportasi
YouTube,Towel itu pengamat khusus lokal yg bloon dan bodoh.,1 tahun yang lalu,,towel amat khusus lokal yg bloon bodoh
YouTube,Usul buat media2 jgn munculkan si towel makun ancur ni org,1 tahun yang lalu,,usul media jgn muncul si towel makun ancur ni org
YouTube,Towel full senyum Indonesia gagal ke Olimpiade,1 tahun yang lalu,,towel full senyum indonesia gagal olimpiade
YouTube,Mumet..mumet..si towel,1 tahun yang lalu,,mumetmumetsi towel
YouTube,"Towel belum bisa memahami sudut pandang, netizen, pengamat, pelatih...semua memiliki sudut pandang yg berbeda-beda...",1 tahun yang lalu,,towel paham sudut pandang netizen amat pelatihsemua milik sudut pandang yg berbedabeda
YouTube,Instan gmn. Pemain yg gabung timnas. Belajar dieropa. Klub aj yg pemainya makan indomie dibiarin aj.,1 tahun yang lalu,,instan gmn main yg gabung timnas ajar dieropa klub aj yg mai makan indomie dibiarin aj
YouTube,liat pak hamdan menghela nafasnya panjang bener ngadepin towel,1 tahun yang lalu,,liat hamdan hela nafas bener ngadepin towel
YouTube,"Towel kamu banyak bicara ya coba towel kamu jangan jadi pengamat sepak bola , jadi pelatih coba biar mulut kau ga banyak omong, pengamat bola hanya pengamat bola bukan pemain bola dan bukan pelatih bola jadi towel bisanya hanya ngomong aja",1 tahun yang lalu,,towel bicara ya coba towel amat sepak bola latih coba biar mulut kau ga omong amat bola amat bola main bola latih bola towel bisa ngomong aja
YouTube,Orang 2 seperti towel ini cuma akan menjadi perpecahan....,1 tahun yang lalu,,orang towel pecah
YouTube,Towel tuj ngomong aja bnyak....disni kw jugling 50,1 tahun yang lalu,,towel tuj ngomong aja bnyakdisni kw jugling
YouTube,Percuma towel dengn rekannya gak sampek aakalnya,1 tahun yang lalu,,towel dengn rekan gak sampek aakalnya
YouTube,Prancis aja mayoritas bukan pemain asli prancis....ini si towel koh pemikiran kupluk amat..,1 tahun yang lalu,,prancis aja mayoritas main asli prancisini si towel koh pikir kupluk
YouTube,Sabar pak hamdan. Orang gila udh dijawab bener g paham ngeyel. Gila emang,1 tahun yang lalu,,sabar hamdan orang gila udh bener g paham ngeyel gila emang
YouTube,"Towel tdk memakai otak,,😂😂😂",1 tahun yang lalu,,towel tdk pakai otak
YouTube,boikot bung towel dari semua saluran tv keburukan aja yang dia cari kalau timnas menang hoki lah ribon lah bola muntah lah ngak ada yang bener ni si mata empat,1 tahun yang lalu,,boikot towel salur tv keburu aja cari timnas menang hoki ribon bola muntah ngak bener ni si mata
YouTube,"Si towel ini tokoh antaganis utk kemajuan timnas,langkah dan strategi apapun yg dilakukan oleh pssi pasti salah dimata org ini,coba org ini diuji dgn melatih sebuah club pasti dia akan kebingungan dan ketahuan omong kosongnya.",1 tahun yang lalu,,si towel tokoh antaganis utk maju timnaslangkah strategi apa yg pssi salah mata org inicoba org uji dgn latih club bingung tahu omong kosong
YouTube,apapun TOWEL UPAYA SINGKIRKAN STY Agar team TOWEL CS BISA MENYISIPKAN PEMAIN TITIPAN,1 tahun yang lalu,,apa towel upaya singkir sty team towel cs sisip main titip
YouTube,"Sekarang pertanyaan y,dijaman towel JD Exco PSSI udh dpt apa aj timnas,padahal bagus2...",1 tahun yang lalu,,ydijaman towel jd exco pssi udh dpt aj timnaspadahal bagus
YouTube,Mantap nih narsum nya. Debatnya bermutu.,1 tahun yang lalu,,mantap nih narsum nya debat mutu
YouTube,Hidup nguyen van towel penuh kebencian dan iri hati😂😂😂😂....,1 tahun yang lalu,,hidup nguyen van towel penuh benci iri hati
YouTube,Sepertinya dia membenci sty dan naturalisasi,1 tahun yang lalu,,benci sty naturalisasi
YouTube,Ini towel ini terus jawabannya si towel,1 tahun yang lalu,,towel jawab si towel
YouTube,Sdh sy unsubscribe semua media channel yg ada towelnya,1 tahun yang lalu,,sdh sy unsubscribe media channel yg towel
YouTube,"Racun ini towel, omongan nya kmna mana. Tau orang indo baperan,, jgn gtu dong omongannya nyerang k mental pemain nnti nya krna omongan gak jelas. Mindset ubah permainan menurun",1 tahun yang lalu,,racun towel omong nya kmna tau orang indo baperan jgn gtu omong nyerang k mental main nnti nya krna omong gak mindset ubah main turun
YouTube,"Sukses ya Towel, jadi panen cuan dgn dia bersikap sbg opisisinya PSSI. Pinter cari duitnya dan media jadi cash cow nya Towel selama issue ini terus diangkat.",1 tahun yang lalu,,sukses ya towel panen cuan dgn sikap sbg opisisinya pssi pinter cari duit media cash cow nya towel issue angkat
YouTube,"Dari sini kita  tau mana pengamat dan penghambat, yg salah medianya knp orang kaya gitu masih dikasih ruang",1 tahun yang lalu,,tau amat hambat yg salah media knp orang kaya gitu kasih ruang
YouTube,"kenapa masih saja di bahas, justru tayangan"" seperti ini yg membuat timnas hancur dan tidak maju"",",1 tahun yang lalu,,bahas tayang yg timnas hancur maju
YouTube,Setuju p hamdan ...rakyat indonesia bersama sty dan pssi,1 tahun yang lalu,,tuju p hamdan rakyat indonesia sty pssi
YouTube,Jangan dikasih panggung lagi bung towel😂😂😂😂😂😂😂😂😂,1 tahun yang lalu,,kasih panggung towel
YouTube,Bung towel lagi😂😂😂😂😂😂😂😂😂,1 tahun yang lalu,,towel
YouTube,Bung towel itu sakit dan penuh dengan iri hati.,1 tahun yang lalu,,towel sakit penuh iri hati
YouTube,Ayoooo lupakan perbedaan❤❤❤❤❤❤❤❤❤❤ayoooo pemain keturunan pulang kampung❤❤❤❤❤❤❤❤❤❤❤,1 tahun yang lalu,,ayoooo lupa perbedaanayoooo main turun pulang kampung
YouTube,"Apa untungnya undang si towel handuk ini, apa jasa dia buat negara ini",1 tahun yang lalu,,untung undang si towel handuk jasa negara
YouTube,Sy kesini krn Pak Hemedan...mntap Pak..❤❤❤❤,1 tahun yang lalu,,sy kesini krn hemedanmntap
YouTube,Towel ni siapa sih bangsad...emang...kalo ga suka bilang aja gtu loh ga usah banyak bacod,1 tahun yang lalu,,towel ni sih bangsademangkalo ga suka bilang aja gtu loh ga bacod
